UserID,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40,J41,J42,J43,J44,J45,J46,J47,J48,J49,J50,J51,J52,J53,J54,J55,J56,J57,J58,J59,J60,J61,J62,J63,J64,J65,J66,J67,J68,J69,J70,J71,J72,J73,J74,J75,J76,J77,J78,J79,J80,J81,J82,J83,J84,J85,J86,J87,J88,J89,J90,J91,J92,J93,J94,J95,J96,J97,J98,J99,J100
645,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345,4.5345
656,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272,-1.4272
657,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922,3.0922
659,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272,2.1272
665,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347,3.347
666,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785,2.6785
674,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815,1.4815
679,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475,-0.8475
683,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831,0.4831
685,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495,-2.9495
692,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842,0.6842
694,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178,1.0178
698,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104,2.0104
701,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554,1.7554
704,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428,2.1428
708,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208,-1.0208
709,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175,3.4175
710,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342
711,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884,-1.2884
714,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156,1.2156
715,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602,1.0602
716,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049,-1.7049
720,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358,0.7358
721,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471,4.6471
726,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551,1.3551
728,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068,-1.3068
